filename,file_path,classes,bboxes,instances,timepoints,set,fold
Prokto_1_clip_1074_3.jpg,/home/j566n/SAVEOR_Yolo/FO_frames/Prokto_1/Prokto_1_clip_1074_3.jpg,['Sponge'],"[(384.39500000000004, 276.69, 178.85, 216.32)]",[1],['01:29:33'],train,4.0
Prokto_1_clip_1074_4.jpg,/home/j566n/SAVEOR_Yolo/FO_frames/Prokto_1/Prokto_1_clip_1074_4.jpg,['Sponge'],"[(484.065, 425.83, 155.47, 196.04)]",[1],['01:29:34'],train,0.0
Prokto_1_clip_1075_0.jpg,/home/j566n/SAVEOR_Yolo/FO_frames/Prokto_1/Prokto_1_clip_1075_0.jpg,['Sponge'],"[(414.635, 225.075, 83.43, 100.25)]",[1],['01:29:35'],train,1.0
Prokto_1_clip_1075_1.jpg,/home/j566n/SAVEOR_Yolo/FO_frames/Prokto_1/Prokto_1_clip_1075_1.jpg,['Sponge'],"[(401.135, 389.23, 128.41, 166.0)]",[1],['01:29:36'],train,1.0
Prokto_1_clip_1075_2.jpg,/home/j566n/SAVEOR_Yolo/FO_frames/Prokto_1/Prokto_1_clip_1075_2.jpg,['Sponge'],"[(439.16499999999996, 332.29, 183.67, 207.92)]",[1],['01:29:37'],train,1.0
Prokto_1_clip_1075_3.jpg,/home/j566n/SAVEOR_Yolo/FO_frames/Prokto_1/Prokto_1_clip_1075_3.jpg,['Sponge'],"[(450.23, 384.49, 111.5, 147.26)]",[1],['01:29:38'],train,2.0
Prokto_1_clip_1075_4.jpg,/home/j566n/SAVEOR_Yolo/FO_frames/Prokto_1/Prokto_1_clip_1075_4.jpg,['Sponge'],"[(452.875, 238.07, 74.65, 51.66)]",[1],['01:29:39'],train,1.0
Prokto_1_clip_1076_0.jpg,/home/j566n/SAVEOR_Yolo/FO_frames/Prokto_1/Prokto_1_clip_1076_0.jpg,['Sponge'],"[(460.745, 254.585, 73.63, 57.85)]",[1],['01:29:40'],train,0.0
Prokto_1_clip_1076_1.jpg,/home/j566n/SAVEOR_Yolo/FO_frames/Prokto_1/Prokto_1_clip_1076_1.jpg,['Sponge'],"[(472.52000000000004, 301.11, 107.46, 117.94)]",[1],['01:29:41'],train,3.0
Prokto_1_clip_1076_2.jpg,/home/j566n/SAVEOR_Yolo/FO_frames/Prokto_1/Prokto_1_clip_1076_2.jpg,['Sponge'],"[(413.24, 351.98, 101.32, 143.64)]",[1],['01:29:42'],train,0.0
Prokto_1_clip_1076_3.jpg,/home/j566n/SAVEOR_Yolo/FO_frames/Prokto_1/Prokto_1_clip_1076_3.jpg,['Sponge'],"[(434.75, 264.97, 119.48, 134.9)]",[1],['01:29:43'],train,4.0
Prokto_1_clip_1076_4.jpg,/home/j566n/SAVEOR_Yolo/FO_frames/Prokto_1/Prokto_1_clip_1076_4.jpg,['Sponge'],"[(546.5450000000001, 332.8, 178.01, 178.94)]",[1],['01:29:44'],train,3.0
Prokto_1_clip_1077_0.jpg,/home/j566n/SAVEOR_Yolo/FO_frames/Prokto_1/Prokto_1_clip_1077_0.jpg,['Sponge'],"[(574.74, 270.34999999999997, 104.22, 102.86)]",[1],['01:29:45'],train,3.0
Prokto_1_clip_1077_1.jpg,/home/j566n/SAVEOR_Yolo/FO_frames/Prokto_1/Prokto_1_clip_1077_1.jpg,['Sponge'],"[(355.97499999999997, 432.86, 63.89, 147.52)]",[1],['01:29:46'],train,0.0
Prokto_1_clip_1077_2.jpg,/home/j566n/SAVEOR_Yolo/FO_frames/Prokto_1/Prokto_1_clip_1077_2.jpg,['Sponge'],"[(520.985, 294.705, 115.57, 122.27)]",[1],['01:29:47'],train,0.0
Prokto_1_clip_1077_3.jpg,/home/j566n/SAVEOR_Yolo/FO_frames/Prokto_1/Prokto_1_clip_1077_3.jpg,['Sponge'],"[(397.07, 331.095, 78.0, 135.87)]",[1],['01:29:48'],train,1.0
Prokto_1_clip_1077_4.jpg,/home/j566n/SAVEOR_Yolo/FO_frames/Prokto_1/Prokto_1_clip_1077_4.jpg,['Sponge'],"[(395.37, 209.37, 77.3, 52.28)]",[1],['01:29:49'],train,1.0
Prokto_1_clip_1078_0.jpg,/home/j566n/SAVEOR_Yolo/FO_frames/Prokto_1/Prokto_1_clip_1078_0.jpg,['Sponge'],"[(492.02, 418.765, 109.24, 123.73)]",[1],['01:29:50'],train,1.0
Prokto_1_clip_1078_1.jpg,/home/j566n/SAVEOR_Yolo/FO_frames/Prokto_1/Prokto_1_clip_1078_1.jpg,['Sponge'],"[(328.005, 314.61, 102.73, 74.22)]",[1],['01:29:51'],train,3.0
Prokto_1_clip_1078_2.jpg,/home/j566n/SAVEOR_Yolo/FO_frames/Prokto_1/Prokto_1_clip_1078_2.jpg,['Sponge'],"[(367.015, 268.81, 101.47, 119.58)]",[1],['01:29:52'],train,2.0
Prokto_1_clip_1078_3.jpg,/home/j566n/SAVEOR_Yolo/FO_frames/Prokto_1/Prokto_1_clip_1078_3.jpg,['Sponge'],"[(468.40999999999997, 329.605, 185.78, 191.07)]",[1],['01:29:53'],train,2.0
Prokto_1_clip_1079_0.jpg,/home/j566n/SAVEOR_Yolo/FO_frames/Prokto_1/Prokto_1_clip_1079_0.jpg,['Sponge'],"[(527.8100000000001, 301.515, 72.78, 48.97)]",[1],['01:29:55'],train,0.0
Prokto_1_clip_1079_3.jpg,/home/j566n/SAVEOR_Yolo/FO_frames/Prokto_1/Prokto_1_clip_1079_3.jpg,['Sponge'],"[(464.325, 370.92, 164.09, 172.5)]",[1],['01:29:58'],train,2.0
Prokto_1_clip_1079_4.jpg,/home/j566n/SAVEOR_Yolo/FO_frames/Prokto_1/Prokto_1_clip_1079_4.jpg,['Sponge'],"[(418.25, 350.62, 134.64, 151.46)]",[1],['01:29:59'],train,1.0
Prokto_1_clip_1080_0.jpg,/home/j566n/SAVEOR_Yolo/FO_frames/Prokto_1/Prokto_1_clip_1080_0.jpg,['Sponge'],"[(467.245, 345.34000000000003, 188.71, 188.32)]",[1],['01:30:00'],train,4.0
Prokto_1_clip_1080_1.jpg,/home/j566n/SAVEOR_Yolo/FO_frames/Prokto_1/Prokto_1_clip_1080_1.jpg,['Sponge'],"[(517.01, 180.44, 192.18, 154.88)]",[1],['01:30:01'],train,1.0
Prokto_1_clip_1080_2.jpg,/home/j566n/SAVEOR_Yolo/FO_frames/Prokto_1/Prokto_1_clip_1080_2.jpg,['Sponge'],"[(527.645, 452.145, 143.05, 66.31)]",[1],['01:30:02'],train,0.0
Prokto_1_clip_1080_3.jpg,/home/j566n/SAVEOR_Yolo/FO_frames/Prokto_1/Prokto_1_clip_1080_3.jpg,['Sponge'],"[(411.78499999999997, 201.55, 138.43, 102.5)]",[1],['01:30:03'],train,2.0
Prokto_1_clip_1080_4.jpg,/home/j566n/SAVEOR_Yolo/FO_frames/Prokto_1/Prokto_1_clip_1080_4.jpg,['Sponge'],"[(533.87, 282.54999999999995, 243.62, 201.7)]",[1],['01:30:04'],train,2.0
Prokto_1_clip_1081_0.jpg,/home/j566n/SAVEOR_Yolo/FO_frames/Prokto_1/Prokto_1_clip_1081_0.jpg,['Sponge'],"[(441.29999999999995, 291.46000000000004, 250.04, 222.86)]",[1],['01:30:05'],train,2.0
Prokto_1_clip_1081_1.jpg,/home/j566n/SAVEOR_Yolo/FO_frames/Prokto_1/Prokto_1_clip_1081_1.jpg,['Sponge'],"[(540.265, 371.445, 113.67, 103.71)]",[1],['01:30:06'],train,0.0
Prokto_1_clip_1081_2.jpg,/home/j566n/SAVEOR_Yolo/FO_frames/Prokto_1/Prokto_1_clip_1081_2.jpg,['Sponge'],"[(594.9000000000001, 375.03000000000003, 113.4, 95.84)]",[1],['01:30:07'],train,4.0
Prokto_1_clip_1081_3.jpg,/home/j566n/SAVEOR_Yolo/FO_frames/Prokto_1/Prokto_1_clip_1081_3.jpg,['Sponge'],"[(384.5, 213.505, 129.2, 108.59)]",[1],['01:30:08'],train,3.0
Prokto_1_clip_1081_4.jpg,/home/j566n/SAVEOR_Yolo/FO_frames/Prokto_1/Prokto_1_clip_1081_4.jpg,['Sponge'],"[(532.51, 304.78999999999996, 269.3, 222.82)]",[1],['01:30:09'],train,4.0
Prokto_1_clip_1082_0.jpg,/home/j566n/SAVEOR_Yolo/FO_frames/Prokto_1/Prokto_1_clip_1082_0.jpg,['Sponge'],"[(392.22499999999997, 375.5, 122.15, 117.4)]",[1],['01:30:10'],train,0.0
Prokto_1_clip_1082_2.jpg,/home/j566n/SAVEOR_Yolo/FO_frames/Prokto_1/Prokto_1_clip_1082_2.jpg,['Sponge'],"[(339.665, 156.69, 111.25, 103.22)]",[1],['01:30:12'],train,2.0
Prokto_1_clip_1082_3.jpg,/home/j566n/SAVEOR_Yolo/FO_frames/Prokto_1/Prokto_1_clip_1082_3.jpg,['Sponge'],"[(349.14000000000004, 233.73, 176.96, 173.82)]",[1],['01:30:13'],train,3.0
Prokto_1_clip_1082_4.jpg,/home/j566n/SAVEOR_Yolo/FO_frames/Prokto_1/Prokto_1_clip_1082_4.jpg,['Sponge'],"[(338.17, 90.30499999999999, 64.08, 46.79)]",[1],['01:30:14'],train,4.0
Prokto_1_clip_1083_0.jpg,/home/j566n/SAVEOR_Yolo/FO_frames/Prokto_1/Prokto_1_clip_1083_0.jpg,['Sponge'],"[(424.89000000000004, 332.49, 128.08, 107.96)]",[1],['01:30:15'],train,1.0
Prokto_1_clip_1083_1.jpg,/home/j566n/SAVEOR_Yolo/FO_frames/Prokto_1/Prokto_1_clip_1083_1.jpg,['Sponge'],"[(302.425, 193.475, 113.69, 119.11)]",[1],['01:30:16'],train,1.0
Prokto_1_clip_1084_0.jpg,/home/j566n/SAVEOR_Yolo/FO_frames/Prokto_1/Prokto_1_clip_1084_0.jpg,['Sponge'],"[(398.93, 184.68, 127.22, 123.16)]",[1],['01:30:20'],train,4.0
Prokto_1_clip_1084_2.jpg,/home/j566n/SAVEOR_Yolo/FO_frames/Prokto_1/Prokto_1_clip_1084_2.jpg,['Sponge'],"[(378.985, 91.5, 130.07, 124.5)]",[1],['01:30:22'],train,1.0
Prokto_1_clip_1084_3.jpg,/home/j566n/SAVEOR_Yolo/FO_frames/Prokto_1/Prokto_1_clip_1084_3.jpg,['Sponge'],"[(489.20000000000005, 176.76, 259.68, 228.68)]",[1],['01:30:23'],train,0.0
Prokto_1_clip_1084_4.jpg,/home/j566n/SAVEOR_Yolo/FO_frames/Prokto_1/Prokto_1_clip_1084_4.jpg,['Sponge'],"[(571.105, 242.875, 209.33, 192.29)]",[1],['01:30:24'],train,2.0
Prokto_1_clip_1085_0.jpg,/home/j566n/SAVEOR_Yolo/FO_frames/Prokto_1/Prokto_1_clip_1085_0.jpg,['Sponge'],"[(539.28, 243.955, 62.26, 43.31)]",[1],['01:30:25'],train,2.0
Prokto_1_clip_1085_1.jpg,/home/j566n/SAVEOR_Yolo/FO_frames/Prokto_1/Prokto_1_clip_1085_1.jpg,['Sponge'],"[(484.21, 271.395, 140.62, 126.87)]",[1],['01:30:26'],train,4.0
Prokto_1_clip_1085_2.jpg,/home/j566n/SAVEOR_Yolo/FO_frames/Prokto_1/Prokto_1_clip_1085_2.jpg,['Sponge'],"[(457.265, 36.05, 85.53, 37.3)]",[1],['01:30:27'],train,4.0
Prokto_1_clip_1085_3.jpg,/home/j566n/SAVEOR_Yolo/FO_frames/Prokto_1/Prokto_1_clip_1085_3.jpg,['Sponge'],"[(468.23, 224.15, 134.82, 127.0)]",[1],['01:30:28'],train,4.0
Prokto_1_clip_1085_4.jpg,/home/j566n/SAVEOR_Yolo/FO_frames/Prokto_1/Prokto_1_clip_1085_4.jpg,['Sponge'],"[(526.1, 251.905, 245.4, 216.39)]",[1],['01:30:29'],train,3.0
Prokto_1_clip_1086_0.jpg,/home/j566n/SAVEOR_Yolo/FO_frames/Prokto_1/Prokto_1_clip_1086_0.jpg,['Sponge'],"[(439.795, 90.21000000000001, 78.33, 32.64)]",[1],['01:30:30'],train,2.0
Prokto_1_clip_1086_1.jpg,/home/j566n/SAVEOR_Yolo/FO_frames/Prokto_1/Prokto_1_clip_1086_1.jpg,['Sponge'],"[(485.9, 299.78, 196.26, 166.82)]",[1],['01:30:31'],train,0.0
Prokto_1_clip_1086_2.jpg,/home/j566n/SAVEOR_Yolo/FO_frames/Prokto_1/Prokto_1_clip_1086_2.jpg,['Sponge'],"[(455.62, 323.76500000000004, 118.04, 97.33)]",[1],['01:30:32'],train,3.0
Prokto_1_clip_1086_3.jpg,/home/j566n/SAVEOR_Yolo/FO_frames/Prokto_1/Prokto_1_clip_1086_3.jpg,['Sponge'],"[(450.96000000000004, 137.135, 71.72, 29.13)]",[1],['01:30:33'],train,2.0
Prokto_1_clip_1086_4.jpg,/home/j566n/SAVEOR_Yolo/FO_frames/Prokto_1/Prokto_1_clip_1086_4.jpg,['Sponge'],"[(461.675, 247.18, 143.35, 115.74)]",[1],['01:30:34'],train,4.0
Prokto_1_clip_1087_0.jpg,/home/j566n/SAVEOR_Yolo/FO_frames/Prokto_1/Prokto_1_clip_1087_0.jpg,['Sponge'],"[(544.15, 286.37, 164.14, 135.72)]",[1],['01:30:35'],train,1.0
Prokto_1_clip_1087_1.jpg,/home/j566n/SAVEOR_Yolo/FO_frames/Prokto_1/Prokto_1_clip_1087_1.jpg,['Sponge'],"[(483.55, 121.80000000000001, 69.9, 61.8)]",[1],['01:30:36'],train,3.0
Prokto_1_clip_1087_2.jpg,/home/j566n/SAVEOR_Yolo/FO_frames/Prokto_1/Prokto_1_clip_1087_2.jpg,['Sponge'],"[(511.56, 282.1, 149.64, 138.0)]",[1],['01:30:37'],train,1.0
Prokto_1_clip_1087_4.jpg,/home/j566n/SAVEOR_Yolo/FO_frames/Prokto_1/Prokto_1_clip_1087_4.jpg,['Sponge'],"[(470.89, 365.07000000000005, 65.42, 68.44)]",[1],['01:30:39'],train,0.0
Prokto_1_clip_1088_0.jpg,/home/j566n/SAVEOR_Yolo/FO_frames/Prokto_1/Prokto_1_clip_1088_0.jpg,['Sponge'],"[(458.77, 250.04999999999998, 83.98, 80.32)]",[1],['01:30:40'],train,1.0
Prokto_1_clip_1088_1.jpg,/home/j566n/SAVEOR_Yolo/FO_frames/Prokto_1/Prokto_1_clip_1088_1.jpg,['Sponge'],"[(483.925, 302.31, 130.53, 84.4)]",[1],['01:30:41'],train,3.0
Prokto_1_clip_1088_2.jpg,/home/j566n/SAVEOR_Yolo/FO_frames/Prokto_1/Prokto_1_clip_1088_2.jpg,['Sponge'],"[(538.78, 308.13, 164.88, 141.32)]",[1],['01:30:42'],train,2.0
Prokto_1_clip_1088_4.jpg,/home/j566n/SAVEOR_Yolo/FO_frames/Prokto_1/Prokto_1_clip_1088_4.jpg,['Sponge'],"[(447.345, 284.26, 120.87, 108.32)]",[1],['01:30:44'],train,1.0
Prokto_1_clip_1089_0.jpg,/home/j566n/SAVEOR_Yolo/FO_frames/Prokto_1/Prokto_1_clip_1089_0.jpg,['Sponge'],"[(401.63500000000005, 337.065, 179.33, 159.53)]",[1],['01:30:45'],train,1.0
Prokto_1_clip_1090_0.jpg,/home/j566n/SAVEOR_Yolo/FO_frames/Prokto_1/Prokto_1_clip_1090_0.jpg,['Sponge'],"[(499.37, 169.395, 51.32, 32.19)]",[1],['01:30:50'],train,1.0
Prokto_1_clip_1090_1.jpg,/home/j566n/SAVEOR_Yolo/FO_frames/Prokto_1/Prokto_1_clip_1090_1.jpg,['Sponge'],"[(446.8, 189.33, 113.26, 129.36)]",[1],['01:30:51'],train,4.0
Prokto_1_clip_1090_2.jpg,/home/j566n/SAVEOR_Yolo/FO_frames/Prokto_1/Prokto_1_clip_1090_2.jpg,['Sponge'],"[(478.63, 339.26, 218.78, 208.26)]",[1],['01:30:52'],train,0.0
Prokto_1_clip_1090_4.jpg,/home/j566n/SAVEOR_Yolo/FO_frames/Prokto_1/Prokto_1_clip_1090_4.jpg,['Sponge'],"[(585.22, 382.88, 338.06, 314.24)]",[1],['01:30:54'],train,0.0
Prokto_1_clip_1091_0.jpg,/home/j566n/SAVEOR_Yolo/FO_frames/Prokto_1/Prokto_1_clip_1091_0.jpg,['Sponge'],"[(347.465, 240.015, 123.41, 177.15)]",[1],['01:30:55'],train,3.0
Prokto_1_clip_1091_1.jpg,/home/j566n/SAVEOR_Yolo/FO_frames/Prokto_1/Prokto_1_clip_1091_1.jpg,['Sponge'],"[(485.05, 315.0, 253.72, 342.78)]",[1],['01:30:56'],train,4.0
Prokto_1_clip_1091_3.jpg,/home/j566n/SAVEOR_Yolo/FO_frames/Prokto_1/Prokto_1_clip_1091_3.jpg,['Sponge'],"[(384.48, 165.92000000000002, 115.06, 131.56)]",[1],['01:30:58'],train,1.0
Prokto_1_clip_1091_4.jpg,/home/j566n/SAVEOR_Yolo/FO_frames/Prokto_1/Prokto_1_clip_1091_4.jpg,['Sponge'],"[(569.225, 275.135, 323.85, 311.13)]",[1],['01:30:59'],train,2.0
Prokto_1_clip_1092_1.jpg,/home/j566n/SAVEOR_Yolo/FO_frames/Prokto_1/Prokto_1_clip_1092_1.jpg,['Sponge'],"[(412.43, 272.6, 169.46, 187.2)]",[1],['01:31:01'],train,4.0
Prokto_1_clip_1092_3.jpg,/home/j566n/SAVEOR_Yolo/FO_frames/Prokto_1/Prokto_1_clip_1092_3.jpg,['Sponge'],"[(370.83500000000004, 266.235, 131.59, 200.81)]",[1],['01:31:03'],train,2.0
Prokto_1_clip_1092_4.jpg,/home/j566n/SAVEOR_Yolo/FO_frames/Prokto_1/Prokto_1_clip_1092_4.jpg,['Sponge'],"[(462.22, 224.715, 201.96, 241.93)]",[1],['01:31:04'],train,3.0
Prokto_1_clip_1093_0.jpg,/home/j566n/SAVEOR_Yolo/FO_frames/Prokto_1/Prokto_1_clip_1093_0.jpg,['Sponge'],"[(473.635, 447.11, 129.93, 79.86)]",[1],['01:31:05'],train,4.0
Prokto_1_clip_1093_1.jpg,/home/j566n/SAVEOR_Yolo/FO_frames/Prokto_1/Prokto_1_clip_1093_1.jpg,['Sponge'],"[(500.93, 108.53, 133.78, 127.1)]",[1],['01:31:06'],train,4.0
Prokto_1_clip_1093_2.jpg,/home/j566n/SAVEOR_Yolo/FO_frames/Prokto_1/Prokto_1_clip_1093_2.jpg,['Sponge'],"[(529.9300000000001, 441.05499999999995, 156.66, 82.31)]",[1],['01:31:07'],train,1.0
Prokto_1_clip_1093_3.jpg,/home/j566n/SAVEOR_Yolo/FO_frames/Prokto_1/Prokto_1_clip_1093_3.jpg,['Sponge'],"[(490.51, 416.6, 173.12, 134.72)]",[1],['01:31:08'],train,4.0
Prokto_1_clip_1093_4.jpg,/home/j566n/SAVEOR_Yolo/FO_frames/Prokto_1/Prokto_1_clip_1093_4.jpg,['Sponge'],"[(613.3399999999999, 422.655, 270.88, 228.69)]",[1],['01:31:09'],train,4.0
Prokto_1_clip_1094_0.jpg,/home/j566n/SAVEOR_Yolo/FO_frames/Prokto_1/Prokto_1_clip_1094_0.jpg,['Sponge'],"[(596.095, 415.83500000000004, 274.05, 248.33)]",[1],['01:31:10'],train,2.0
Prokto_1_clip_1094_1.jpg,/home/j566n/SAVEOR_Yolo/FO_frames/Prokto_1/Prokto_1_clip_1094_1.jpg,['Sponge'],"[(419.795, 319.61, 126.63, 156.88)]",[1],['01:31:11'],train,0.0
Prokto_1_clip_1094_3.jpg,/home/j566n/SAVEOR_Yolo/FO_frames/Prokto_1/Prokto_1_clip_1094_3.jpg,['Sponge'],"[(495.79999999999995, 152.405, 165.56, 155.99)]",[1],['01:31:13'],train,1.0
Prokto_1_clip_1094_4.jpg,/home/j566n/SAVEOR_Yolo/FO_frames/Prokto_1/Prokto_1_clip_1094_4.jpg,['Sponge'],"[(617.705, 372.92499999999995, 286.57, 334.15)]",[1],['01:31:14'],train,1.0
Prokto_1_clip_1095_1.jpg,/home/j566n/SAVEOR_Yolo/FO_frames/Prokto_1/Prokto_1_clip_1095_1.jpg,['Sponge'],"[(478.12, 365.645, 260.96, 211.49)]",[1],['01:31:16'],train,1.0
Prokto_1_clip_1095_3.jpg,/home/j566n/SAVEOR_Yolo/FO_frames/Prokto_1/Prokto_1_clip_1095_3.jpg,['Sponge'],"[(411.535, 268.23, 140.25, 151.6)]",[1],['01:31:18'],train,0.0
Prokto_1_clip_1095_4.jpg,/home/j566n/SAVEOR_Yolo/FO_frames/Prokto_1/Prokto_1_clip_1095_4.jpg,['Sponge'],"[(502.98, 155.82999999999998, 125.38, 96.28)]",[1],['01:31:19'],train,3.0
Prokto_1_clip_1096_1.jpg,/home/j566n/SAVEOR_Yolo/FO_frames/Prokto_1/Prokto_1_clip_1096_1.jpg,['Sponge'],"[(676.8499999999999, 288.56, 119.58, 130.46)]",[1],['01:31:21'],train,3.0
Prokto_1_clip_1096_2.jpg,/home/j566n/SAVEOR_Yolo/FO_frames/Prokto_1/Prokto_1_clip_1096_2.jpg,['Sponge'],"[(480.51, 290.295, 71.68, 83.55)]",[1],['01:31:22'],train,0.0
Prokto_1_clip_1097_2.jpg,/home/j566n/SAVEOR_Yolo/FO_frames/Prokto_1/Prokto_1_clip_1097_2.jpg,['Sponge'],"[(652.34, 376.14, 118.26, 124.1)]",[1],['01:31:27'],train,2.0
Prokto_1_clip_1097_3.jpg,/home/j566n/SAVEOR_Yolo/FO_frames/Prokto_1/Prokto_1_clip_1097_3.jpg,['Sponge'],"[(573.15, 322.865, 141.78, 150.07)]",[1],['01:31:28'],train,0.0
Prokto_1_clip_1097_4.jpg,/home/j566n/SAVEOR_Yolo/FO_frames/Prokto_1/Prokto_1_clip_1097_4.jpg,['Sponge'],"[(638.61, 352.335, 193.56, 236.71)]",[1],['01:31:29'],train,4.0
Prokto_1_clip_1098_0.jpg,/home/j566n/SAVEOR_Yolo/FO_frames/Prokto_1/Prokto_1_clip_1098_0.jpg,['Sponge'],"[(677.255, 354.71500000000003, 157.35, 197.63)]",[1],['01:31:30'],train,3.0
Prokto_1_clip_1098_1.jpg,/home/j566n/SAVEOR_Yolo/FO_frames/Prokto_1/Prokto_1_clip_1098_1.jpg,['Sponge'],"[(688.0600000000001, 350.21500000000003, 148.48, 193.51)]",[1],['01:31:31'],train,1.0
Prokto_1_clip_1098_2.jpg,/home/j566n/SAVEOR_Yolo/FO_frames/Prokto_1/Prokto_1_clip_1098_2.jpg,['Sponge'],"[(678.655, 364.485, 155.31, 203.69)]",[1],['01:31:32'],train,3.0
Prokto_1_clip_1098_3.jpg,/home/j566n/SAVEOR_Yolo/FO_frames/Prokto_1/Prokto_1_clip_1098_3.jpg,['Sponge'],"[(689.53, 248.955, 139.74, 167.69)]",[1],['01:31:33'],train,1.0
Prokto_1_clip_1098_4.jpg,/home/j566n/SAVEOR_Yolo/FO_frames/Prokto_1/Prokto_1_clip_1098_4.jpg,['Sponge'],"[(524.4649999999999, 272.61, 106.25, 93.62)]",[1],['01:31:34'],train,4.0
Prokto_1_clip_1099_1.jpg,/home/j566n/SAVEOR_Yolo/FO_frames/Prokto_1/Prokto_1_clip_1099_1.jpg,['Sponge'],"[(699.795, 161.94, 121.81, 181.36)]",[1],['01:31:36'],train,1.0
Prokto_1_clip_1099_2.jpg,/home/j566n/SAVEOR_Yolo/FO_frames/Prokto_1/Prokto_1_clip_1099_2.jpg,['Sponge'],"[(680.605, 64.005, 77.15, 95.19)]",[1],['01:31:37'],train,4.0
Prokto_1_clip_1099_3.jpg,/home/j566n/SAVEOR_Yolo/FO_frames/Prokto_1/Prokto_1_clip_1099_3.jpg,['Sponge'],"[(702.5899999999999, 193.305, 112.32, 154.27)]",[1],['01:31:38'],train,0.0
Prokto_1_clip_1099_4.jpg,/home/j566n/SAVEOR_Yolo/FO_frames/Prokto_1/Prokto_1_clip_1099_4.jpg,['Sponge'],"[(490.225, 82.185, 170.31, 141.33)]",[1],['01:31:39'],train,1.0
Prokto_1_clip_1100_0.jpg,/home/j566n/SAVEOR_Yolo/FO_frames/Prokto_1/Prokto_1_clip_1100_0.jpg,['Sponge'],"[(361.685, 346.185, 87.33, 42.37)]",[1],['01:31:40'],train,4.0
Prokto_1_clip_1100_1.jpg,/home/j566n/SAVEOR_Yolo/FO_frames/Prokto_1/Prokto_1_clip_1100_1.jpg,['Sponge'],"[(655.64, 221.5, 202.92, 159.4)]",[1],['01:31:41'],train,4.0
Prokto_1_clip_1100_3.jpg,/home/j566n/SAVEOR_Yolo/FO_frames/Prokto_1/Prokto_1_clip_1100_3.jpg,['Sponge'],"[(442.46, 297.045, 223.24, 173.15)]",[1],['01:31:43'],train,4.0
